English,Bangali
health,স্বাস্থ্যসেবা
advice,পরামর্শ
held,অনুষ্ঠিত
uh-huh,আহ হাহ
murdered,খুন
beyond,তার পরেও
rule,নিয়ম
hardly,খুব কমই
possibly,সম্ভবত
inspector,পরিদর্শক
cousin,চাচাত ভাই
trial,ট্রায়াল
emergency,জরুরী
ought,কর্তব্য
eddie,এডি
somehow,একরকম
hearing,শুনানি
states,রাষ্ট্র
account,অ্যাকাউন্ট
spoke,স্পোক
file,ফাইল
understood,বোঝা যায়
angel,ফেরেশতা
tape,টেপ
milk,দুধ
powerful,ক্ষমতাশালী
weapons,অস্ত্রোপচার
practice,অনুশীলন করা
manager,ম্যানেজার
pardon,ক্ষমা
vote,ভোট
jake,জেক
national,জাতীয়করণ
career,ক্যারিয়ার
minister,মন্ত্রী
super,সুপার
taught,শেখানো
robert,রবার্ট
biggest,বৃহত্তম
plays,নাটক
natural,প্রাকৃতিক
dancing,নাচ
copy,কপি
plus,প্লাস
martin,মার্টিন
cake,কেক
freedom,স্বাধীনতা
among,এর মধ্যে
breath,শ্বাস
operation,অপারেশন
chris,ক্রিস
crew,নাবিকদল
challenge,চ্যালেঞ্জ
market,বাজার
meat,মাংস
towards,দিকে
bringing,আনয়ন
dropped,ড্রপ
student,ছাত্র
lied,মিথ্যাবাদী
strength,শক্তি
size,সাইজ
breathe,শ্বাস ফেলা
color,রঙ
monster,দৈত্য
loud,জোরে
photo,ছবি
aw,AW
nearly,প্রায়
sight,দৃষ্টিশক্তি
greatest,সর্বশ্রেষ্ঠ
games,গেমস
bridge,সেতু
dressed,পোশাক পরা
arrested,গ্রেপ্তার
horrible,ভয়ঙ্কর
coach,কোচ
planning,পরিকল্পনা
checked,চেক
breaking,ব্রেকিং
noticed,নোটিশ
fantastic,ফ্যান্টাস্টিক
screams,চিৎকার
serve,পরিবেশন করা
ideas,ধারনা
investigation,তদন্ত
center,কেন্দ্র
older,পুরোনো
pack,প্যাক
soldiers,সৈনিক
nonsense,ছাইপাঁশ
doc,ডক
project,প্রকল্প
training,প্রশিক্ষণ
example,উদাহরণস্বরূপ
trick,ট্রিক
prepared,প্রস্তুত
science,বিজ্ঞান
united,ইউনাইটেড
travel,ভ্রমণ
incredible,অবিশ্বাস্য
grandpa,পিতামহ
paying,পরিশোধ
character,চরিত্র
teeth,দাঁত
criminal,অপরাধী
charles,চার্লস
chinese,চীনা
truly,সত্যই
honestly,সত্যি বলতে
bro,ব্রো
survive,বেঁচে থাকা
bobby,ববি
target,লক্ষ্যমাত্রা
feed,ফিড
nurse,নার্স
fake,নকল
records,রেকর্ড
breathing,শ্বাস
sweetie,মিষ্টি
numbers,সংখ্যা
oil,তেল
suicide,আত্মহত্যা
belong,অন্তর্গত
perfectly,পুরোপুরি
amy,আমি
forgotten,ভুলে যাওয়া
remain,থাকা
original,মূল
papa,পাপা
onto,সম্মুখের দিকে
concerned,সংশ্লিষ্ট
credit,ক্রেডিট
ugh,UGH
invited,আমন্ত্রিত
discuss,আলোচনা করা
research,গবেষণা
easier,সহজ
view,দেখুন
chair,চেয়ার
hurts,ব্যাথা
strike,ধর্মঘট
roger,রজার
fill,পূরণ করুন
condition,শর্ত
mountain,পর্বত
dr,ডাঃ
nowhere,কোথাও
sheriff,শেরিফ
kim,কিম
turning,বাঁক
brown,বাদামী
recognize,স্বীকার করুন
heads,মাথা
audience,শ্রোতা
all,সব
jealous,ঈর্ষান্বিত
pretend,ভান করা
society,সমাজ
finding,ফাইন্ডিং
shirt,শার্ট
comfortable,আরামপ্রদ
meaning,মানে
guest,অতিথি
pieces,টুকরা
dry,শুষ্ক
letting,লেট
began,শুরু
aye,আরে
jeff,জেফ
female,মহিলা
release,মুক্তি
ho,হো
cards,তাস
pray,প্রার্থনা করুন
unfortunately,দুর্ভাগ্যবশতঃ
balls,বল
destroyed,ধ্বংস
ended,শেষ
universe,বিশ্ব
prepare,প্রস্তুত করা
opinion,মতামত
movies,সিনেমা
soldier,সৈনিক
wash,ধোয়া
program,কার্যক্রম
heat,তাপমাত্রা
usual,চলিত
ticket,টিকেট
stolen,চুরি
prefer,পছন্দ
aware,সচেতন
surely,নিশ্চয়ই
male,পুরুষ
base,বেস
matters,বিষয়গুলো
lift,লিফট
lab,ল্যাব
command,কমান্ড
proof,প্রুফ
cream,ক্রিম
selling,বিক্রয়
believed,বিশ্বাস
create,সৃষ্টি
afford,সামর্থ্য
sunday,রবিবার
total,মোট
dumb,ডাম্ব
threw,নিক্ষেপ
france,ফ্রান্স
birth,জন্ম
created,তৈরি
realized,বুঝতে পারলেন
british,ব্রিটিশ
noise,শব্দ
nuts,বাদাম
students,শিক্ষার্থীরা
birds,পাখি
social,সামাজিক
brilliant,উজ্জ্বল
bodies,সংস্থা
tie,টাই
opened,খোলা
ours,আমাদের
bucks,bucks
kevin,কেভিন
mister,মিস্টার
ugly,কুৎসিত
ryan,রায়ান
focus,ফোকাস
dan,ড্যান
opens,খোলে
exist,বিদ্যমান
followed,অনুসরণ করে
england,ইংল্যান্ড
draw,ড্র
purpose,উদ্দেশ্য
letters,চিঠি
daniel,ড্যানিয়েল
opening,খোলা
bullet,বুলেট
anna,আন্না
lately,সম্প্রতি
stayed,স্থিত
falling,পরে যাচ্ছে
season,মৌসম
ends,শেষ
suggest,সুপারিশ
joy,আনন্দ
distance,দূরত্ব
responsibility,দায়িত্ব
whenever,যখনই
issue,সমস্যা
thousands,হাজার হাজার
process,প্রক্রিয়া
sword,তলোয়ার
shower,ঝরনা
weak,দুর্বল
fucked,Fucked
lonely,একাকী
happiness,সুখ
eric,এরিক
tiny,ক্ষুদ্রতা
desk,ডেস্ক
pool,পুল
property,সম্পত্তি
forced,জোরপূর্বক
settle,বসতি স্থাপন
indistinct,অস্পষ্ট
weight,ওজন
received,পেয়েছি
gang,গ্যাং
bite,কামড়
friday,শুক্রবার
disappeared,অদৃশ্য
interview,সাক্ষাত্কার
expecting,আশা করা
kinda,ধরণ
surgery,সার্জারি
horses,ঘোড়া
mayor,মেয়র
babe,খোকামনি
ancient,প্রাচীনকাল
handsome,সুদর্শন
thomas,থমাস
saturday,শনিবার
staff,কর্মী
lines,লাইন
unit,ইউনিট
fan,ফ্যান
gentleman,ভদ্রলোক
introduce,পরিচয় করিয়ে দেওয়া
fate,ভাগ্য
split,বিভক্ত
recently,সম্প্রতি
expected,প্রত্যাশিত
add,যোগ করুন
ordered,আদেশ
slowly,ধীরে ধীরে
alarm,এলার্ম
member,সদস্য
slept,slept
signed,স্বাক্ষরিত
enter,প্রবেশ করুন
spanish,স্পেনীয়
garden,গার্ডেন
brings,এনেছে
brave,সাহসী
pig,শূকর
model,মডেল
finger,আঙ্গুল
medicine,ওষুধ
access,এক্সেস
failed,ব্যর্থ হয়েছে
flat,সমান
easily,সহজেই
discovered,আবিষ্কৃত
based,ভিত্তিক
screw,স্ক্রু
insane,উন্মাদ
cares,যত্ন
weather,আবহাওয়া
fingers,আঙ্গুল
path,পথ
soft,নরম
harm,ক্ষতিকর
style,স্টাইল
community,সম্প্রদায়
sees,দেখেন
basically,মূলত
al,আওয়ামী
signal,সংকেত
nope,নাপস
spare,অতিরিক্ত
speech,বক্তৃতা
covered,আচ্ছাদিত
shake,ঝাঁকি
loose,আলগা
snow,বরফ
russian,রাশিয়ান
lake,হ্রদ
bright,উজ্জ্বল
roof,ছাদ
ohh,ওহ
sending,পাঠানো হচ্ছে
paint,পেইন্ট
remind,মনে করিয়ে দিন
pal,সাথী
naked,নগ্ন
post,পোস্ট
sugar,চিনি
heading,শিরোনাম
streets,রাস্তায়
damage,ক্ষতি
silence,নীরবতা
doors,দরজা
pete,পিট
success,সাফল্য
wet,ভিজা
nah,নাহ
amount,পরিমাণ
members,সদস্যগণ
kate,কেট
manage,পরিচালনা করুন
safety,নিরাপত্তা
returned,ফিরে আসেনি
harder,কঠিনতর
fbi,এফবিআই
block,ব্লক
showing,দেখাচ্ছে
fancy,অভিনব
chef,শেফ
contract,চুক্তি
dig,খনন করা
chest,বুকে
good-bye,গুড বাই
drinks,পানীয়
dave,ডেভ
buried,প্রোথিত
brian,ব্রায়ান
trade,বাণিজ্য
journey,যাত্রা
stomach,পেট
changes,পরিবর্তনসমূহ
details,বিবরণ
thoughts,চিন্তাভাবনা
divorce,বিবাহবিচ্ছেদ
funeral,অন্ত্যেষ্টিক্রিয়া
maria,মারিয়া
football,ফুটবল
reality,বাস্তবতা
theory,তত্ত্ব
gosh,প্রভু
ruined,ধ্বংসস্তূপ
gate,গেট
william,উইলিয়াম
spread,ছড়িয়ে পড়া
outta,আউট্টা
japanese,জাপানি
sudden,হঠাৎ
coat,কোট
sooner,শুভস্য
cheese,পনির
